1059932429	20220824	202208	2022	2022.6411	GOV	CITY MANAGER						GOV			USA	COLORADO	USA								1	042	042	04	1	1.9	3	1	3	-1.38888888888889	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	20220824071500	https://www.gazettextra.com/news/local/official-freitag-has-resigned-as-janesville-city-manager/article_d92886b2-2353-11ed-bb8a-07822d4de268.html
1059932430	20220824	202208	2022	2022.6411	GOV	GOVERNOR						GOV			USA	COLORADO	USA								0	042	042	04	1	1.9	3	1	3	-0.33500837520938	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20220824071500	https://www.abqjournal.com/2526801/ronchetti-mlg-denied-public-access-in-different-ways.html
1059932431	20220824	202208	2022	2022.6411	GOV	GOVERNOR						GOV			USA	COLORADO	USA								0	042	042	04	1	1.9	2	1	2	-0.33500837520938	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	20220824071500	https://www.abqjournal.com/2526801/ronchetti-mlg-denied-public-access-in-different-ways.html
1059932432	20220824	202208	2022	2022.6411	GOV	GOVERNOR						GOV			USA	COLORADO	USA								0	042	042	04	1	1.9	2	1	2	-0.33500837520938	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	20220824071500	https://www.abqjournal.com/2526801/ronchetti-mlg-denied-public-access-in-different-ways.html
1059932433	20220824	202208	2022	2022.6411	GOV	GOVERNOR						GOV			USA	UNITED STATES	USA								0	060	060	06	2	6.0	2	1	2	2.88461538461538	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20220824071500	https://roanoke.com/news/state-and-regional/coronado-to-bring-181-new-jobs-to-buchanan-tazewell-counties/article_352d8227-0df0-5425-aa35-c14f89e95ca8.html
1059932434	20220824	202208	2022	2022.6411	GOV	ADMINISTRATION						GOV			USA	AMERICAN	USA								0	172	172	17	4	-5.0	10	1	10	-1.06194690265487	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20220824071500	https://www.albanyherald.com/news/mcconnell-calls-flipping-the-senate-a-50-50-proposition-and-affirms-us-democracy-is-solid/article_17634b4d-f7bc-55ef-a5a3-e13bf8ce3ea1.html
1059932435	20220824	202208	2022	2022.6411	GOVBUS	NATIONAL BANK						GOV	BUS												1	145	145	14	3	-7.5	10	1	10	0.27548209366391	4	Pudukkottai, Tamil Nadu, India	IN	IN25	17883	10.3833	78.8167	-2108293	0								4	Pudukkottai, Tamil Nadu, India	IN	IN25	17883	10.3833	78.8167	-2108293	20220824071500	https://www.thehindu.com/news/cities/Madurai/2019-gold-jewels-missing-case-pudukkottai-branch-of-pnb-seeks-cbi-probe/article65803104.ece
1059932436	20220824	202208	2022	2022.6411	GOVBUS	NATIONAL BANK						GOV	BUS		BUS	BANK						BUS			1	090	090	09	2	-2.0	5	1	5	0.27548209366391	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220824071500	https://www.thehindu.com/news/cities/Madurai/2019-gold-jewels-missing-case-pudukkottai-branch-of-pnb-seeks-cbi-probe/article65803104.ece
1059932437	20220824	202208	2022	2022.6411	GOVBUS	RESERVE BANK						GOV	BUS		GOV	PRIME MINISTER						GOV			1	040	040	04	1	1.0	4	1	4	0.90909090909091	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220824071500	https://news.webindia123.com/news/Articles/World/20220824/3976211.html
1059932438	20220824	202208	2022	2022.6411	GOVBUS	NATIONAL BANK						GOV	BUS		INDJUD	MADRAS	IND					JUD			1	090	090	09	2	-2.0	1	1	1	0.27548209366391	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220824071500	https://www.thehindu.com/news/cities/Madurai/2019-gold-jewels-missing-case-pudukkottai-branch-of-pnb-seeks-cbi-probe/article65803104.ece
1059932439	20220824	202208	2022	2022.6411	GOVBUS	NATIONAL BANK						GOV	BUS		JUD	HIGH COURT						JUD			1	090	090	09	2	-2.0	4	1	4	0.27548209366391	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220824071500	https://www.thehindu.com/news/cities/Madurai/2019-gold-jewels-missing-case-pudukkottai-branch-of-pnb-seeks-cbi-probe/article65803104.ece
1059932440	20220824	202208	2022	2022.6411	GOVGOV	JUNTA						GOV	GOV												1	042	042	04	1	1.9	10	1	10	-3.04182509505703	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	0								4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20220824071500	https://www.france24.com/en/live-news/20220824-thai-court-to-rule-on-embattled-pm-s-fate
1059932441	20220824	202208	2022	2022.6411	GOVHLH	HEALTH MINIST						GOV	HLH												1	128	128	12	3	-5.0	10	1	10	0.436681222707421	0								0								0								20220824071500	https://www.iomtoday.co.im/news/health/breaches-of-patient-data-disappointing-560786
1059932442	20220824	202208	2022	2022.6411	GOVHLH	HEALTH MINIST						GOV	HLH												0	138	138	13	3	-7.0	6	1	6	-1.20967741935484	5	Bay Of Plenty, Bay of Plenty, New Zealand	NZ	NZE8	22380	-38.3333	176.75	11483126	0								5	Bay Of Plenty, Bay of Plenty, New Zealand	NZ	NZE8	22380	-38.3333	176.75	11483126	20220824071500	https://www.sunlive.co.nz/news/301245-large-surge-bop-patients-waiting-surgery.html
1059932443	20220824	202208	2022	2022.6411	GOVHLH	HEALTH MINIST						GOV	HLH												0	190	190	19	4	-10.0	6	1	6	-1.20967741935484	5	Bay Of Plenty, Bay of Plenty, New Zealand	NZ	NZE8	22380	-38.3333	176.75	11483126	0								5	Bay Of Plenty, Bay of Plenty, New Zealand	NZ	NZE8	22380	-38.3333	176.75	11483126	20220824071500	https://www.sunlive.co.nz/news/301245-large-surge-bop-patients-waiting-surgery.html
1059932444	20220824	202208	2022	2022.6411	GOVHLH	HEALTH MINIST						GOV	HLH		GBRIMY	MANX	GBR								1	110	110	11	3	-2.0	10	1	10	0.436681222707421	0								0								0								20220824071500	https://www.iomtoday.co.im/news/health/breaches-of-patient-data-disappointing-560786
1059932445	20220824	202208	2022	2022.6411	GOVHLH	HEALTH MINIST						GOV	HLH		GBRIMY	MANX	GBR								1	128	128	12	3	-5.0	10	1	10	0.436681222707421	0								0								0								20220824071500	https://www.iomtoday.co.im/news/health/breaches-of-patient-data-disappointing-560786
1059932446	20220824	202208	2022	2022.6411	GOVHLH	MINIST OF HEALTH						GOV	HLH		HLH	DOCTOR						HLH			1	010	010	01	1	0.0	10	1	10	-1.32890365448505	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20220824071500	https://pmnewsnigeria.com/2022/08/24/panic-about-doctors-leaving-nigeria-unnecessary-health-minister/
1059932447	20220824	202208	2022	2022.6411	GOVHLH	HEALTH MINIST						GOV	HLH		NZL	NEW ZEALAND	NZL								0	138	138	13	3	-7.0	2	1	2	-1.20967741935484	5	Bay Of Plenty, Bay of Plenty, New Zealand	NZ	NZE8	22380	-38.3333	176.75	11483126	5	Bay Of Plenty, Bay of Plenty, New Zealand	NZ	NZE8	22380	-38.3333	176.75	11483126	5	Bay Of Plenty, Bay of Plenty, New Zealand	NZ	NZE8	22380	-38.3333	176.75	11483126	20220824071500	https://www.sunlive.co.nz/news/301245-large-surge-bop-patients-waiting-surgery.html
1059932448	20220824	202208	2022	2022.6411	GOVHLH	HEALTH MINIST						GOV	HLH		NZL	NEW ZEALAND	NZL								0	190	190	19	4	-10.0	2	1	2	-1.20967741935484	5	Bay Of Plenty, Bay of Plenty, New Zealand	NZ	NZE8	22380	-38.3333	176.75	11483126	5	Bay Of Plenty, Bay of Plenty, New Zealand	NZ	NZE8	22380	-38.3333	176.75	11483126	5	Bay Of Plenty, Bay of Plenty, New Zealand	NZ	NZE8	22380	-38.3333	176.75	11483126	20220824071500	https://www.sunlive.co.nz/news/301245-large-surge-bop-patients-waiting-surgery.html
1059932449	20220824	202208	2022	2022.6411	GOVHLH	HEALTH MINIST						GOV	HLH		TGO	TOGO	TGO								1	042	042	04	1	1.9	10	1	10	-1.47058823529412	1	Togo	TO	TO		8	1.166667	TO	1	Togo	TO	TO		8	1.166667	TO	1	Togo	TO	TO		8	1.166667	TO	20220824071500	https://pmnewsnigeria.com/2022/08/24/african-health-ministers-endorse-new-strategy-against-communicable-diseases/
1059932450	20220824	202208	2022	2022.6411	GOVHRI	MINIST OF WOMEN						GOV	HRI												1	043	043	04	1	2.8	10	1	10	-0.64516129032258	1	Lebanon	LE	LE		33.833333	35.833333	LE	0								1	Lebanon	LE	LE		33.833333	35.833333	LE	20220824071500	https://www.mnnonline.org/news/tm-lebanon-holds-womens-breakfasts/
1059932451	20220824	202208	2022	2022.6411	GRC	GREECE	GRC																		0	090	090	09	2	-2.0	2	1	2	-0.51169590643275	1	Greece	GR	GR		39	22	GR	0								1	Greece	GR	GR		39	22	GR	20220824071500	https://www.miragenews.com/committee-on-elimination-of-racial-842205/
1059932452	20220824	202208	2022	2022.6411	GRC	GREECE	GRC																		0	112	112	11	3	-2.0	1	1	1	-0.51169590643275	1	France	FR	FR		46	2	FR	0								1	France	FR	FR		46	2	FR	20220824071500	https://www.miragenews.com/committee-on-elimination-of-racial-842205/
1059932453	20220824	202208	2022	2022.6411	GRC	ATHENS	GRC								BUS	AIRLINE						BUS			1	042	042	04	1	1.9	10	1	10	-14.5604395604395	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220824071500	https://www.foreignaffairs.com/united-states/prisoners-dilemma-america-adapt-hostage-taking
1059932454	20220824	202208	2022	2022.6411	GRC	GREECE	GRC								ITA	ROMA	ITA								0	010	010	01	1	0.0	1	1	1	-0.51169590643275	1	Greece	GR	GR		39	22	GR	4	Roma, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Roma, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20220824071500	https://www.miragenews.com/committee-on-elimination-of-racial-842205/
1059932455	20220824	202208	2022	2022.6411	GRC	GREECE	GRC								ITA	ROMA	ITA								0	010	010	01	1	0.0	1	1	1	-0.51169590643275	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20220824071500	https://www.miragenews.com/committee-on-elimination-of-racial-842205/
1059932456	20220824	202208	2022	2022.6411	GUY	GUYANA	GUY																		0	010	010	01	1	0.0	2	1	2	-3.33333333333333	1	Guyana	GY	GY		5	-59	GY	0								1	Guyana	GY	GY		5	-59	GY	20220824071500	https://www.stabroeknews.com/2022/08/24/opinion/letters/victimhood-approach-does-not-serve-communities-well/
1059932457	20220824	202208	2022	2022.6411	GUY	GUYANA	GUY																		0	044	044	04	1	2.5	2	1	2	-3.33333333333333	1	Guyana	GY	GY		5	-59	GY	0								1	Guyana	GY	GY		5	-59	GY	20220824071500	https://www.stabroeknews.com/2022/08/24/opinion/letters/victimhood-approach-does-not-serve-communities-well/
1059932458	20220824	202208	2022	2022.6411	HIN	HINDU				HIN															1	1712	171	17	4	-9.2	5	1	5	-3.55029585798816	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	0								5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	20220824071500	https://organiser.org/2022/08/24/92150/bharat/kerala-cpm-leader-glorifies-moplah-riots-calls-the-hindu-genocide-a-freedom-struggle-movement/
1059932459	20220824	202208	2022	2022.6411	HIN	HINDU				HIN															1	1821	182	18	4	-9.0	5	1	5	-3.55029585798816	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	0								5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	20220824071500	https://organiser.org/2022/08/24/92150/bharat/kerala-cpm-leader-glorifies-moplah-riots-calls-the-hindu-genocide-a-freedom-struggle-movement/
1059932460	20220824	202208	2022	2022.6411	HLH	DOCTOR						HLH													1	012	012	01	1	-0.4	6	1	6	-6.86015831134565	1	Russia	RS	RS		60	100	RS	0								1	Russia	RS	RS		60	100	RS	20220824071500	https://www.9news.com.au/national/aishwarya-aswath-inquest-no-urgency-staff-seven-year-old-death-perth-hospital-parents-say/3cc8ac0a-773c-477e-9d95-0aa5776a8332
1059932461	20220824	202208	2022	2022.6411	HLH	HOSPITAL						HLH													0	035	035	03	1	7.0	5	1	5	-1.20967741935484	5	Bay Of Plenty, Bay of Plenty, New Zealand	NZ	NZE8	22380	-38.3333	176.75	11483126	0								5	Bay Of Plenty, Bay of Plenty, New Zealand	NZ	NZE8	22380	-38.3333	176.75	11483126	20220824071500	https://www.sunlive.co.nz/news/301245-large-surge-bop-patients-waiting-surgery.html
1059932462	20220824	202208	2022	2022.6411	HLH	HEALTH CARE PROVIDER						HLH													1	036	036	03	1	4.0	10	1	10	-1.90641247833623	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20220824071500	https://www.albanyherald.com/features/health/why-is-vaccine-uptake-in-kids-5-11-so-low-infectious-disease-expert-offers-his/article_627e14e7-5f02-5339-bb96-ce2bcf6d4be3.html
1059932463	20220824	202208	2022	2022.6411	HLH	HOSPITAL						HLH													1	043	043	04	1	2.8	3	1	3	-6.25	3	Yale New Haven Hospital, Connecticut, United States	US	USCT	CT009	41.3043	-72.9353	1933200	0								3	Yale New Haven Hospital, Connecticut, United States	US	USCT		41.3043	-72.9353	1933200	20220824071500	https://www.fox61.com/article/news/local/family-files-lawsuit-against-yale-new-haven-hospital-son-dies/520-2f49f900-630e-4d44-b2e8-e8a8ac194f9d
1059932464	20220824	202208	2022	2022.6411	HLH	HOSPITAL						HLH													1	043	043	04	1	2.8	6	1	6	-6.86015831134565	1	Russia	RS	RS		60	100	RS	0								1	Russia	RS	RS		60	100	RS	20220824071500	https://www.9news.com.au/national/aishwarya-aswath-inquest-no-urgency-staff-seven-year-old-death-perth-hospital-parents-say/3cc8ac0a-773c-477e-9d95-0aa5776a8332
1059932465	20220824	202208	2022	2022.6411	HLH	REGISTERED NURSE						HLH													1	090	090	09	2	-2.0	18	1	10	-6.86015831134565	1	Russia	RS	RS		60	100	RS	0								1	Russia	RS	RS		60	100	RS	20220824071500	https://www.9news.com.au/national/aishwarya-aswath-inquest-no-urgency-staff-seven-year-old-death-perth-hospital-parents-say/3cc8ac0a-773c-477e-9d95-0aa5776a8332
1059932466	20220824	202208	2022	2022.6411	HLH	HOSPITAL						HLH													1	115	115	11	3	-2.0	4	1	4	-6.25	3	Yale New Haven Hospital, Connecticut, United States	US	USCT	CT009	41.3043	-72.9353	1933200	0								3	Yale New Haven Hospital, Connecticut, United States	US	USCT		41.3043	-72.9353	1933200	20220824071500	https://www.fox61.com/article/news/local/family-files-lawsuit-against-yale-new-haven-hospital-son-dies/520-2f49f900-630e-4d44-b2e8-e8a8ac194f9d
1059932467	20220824	202208	2022	2022.6411	HLH	DOCTOR						HLH													1	1712	171	17	4	-9.2	10	1	10	-0.66666666666667	0								0								0								20220824071500	https://www.fox6now.com/news/west-allis-mobile-home-fire-grandma-badly-burned-returns-home
1059932468	20220824	202208	2022	2022.6411	HLH	HOSPITAL						HLH			AUS	AUSTRALIA	AUS								1	043	043	04	1	2.8	2	1	2	-6.86015831134565	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	1	Russia	RS	RS		60	100	RS	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20220824071500	https://www.9news.com.au/national/aishwarya-aswath-inquest-no-urgency-staff-seven-year-old-death-perth-hospital-parents-say/3cc8ac0a-773c-477e-9d95-0aa5776a8332
1059932469	20220824	202208	2022	2022.6411	HLH	HOSPITAL						HLH			GOV	PRIME MINISTER						GOV			1	036	036	03	1	4.0	1	1	1	0.25773195876288	4	Faridabad, Haryana, India	IN	IN10	70265	28.4333	77.3167	-2095578	4	Faridabad, Haryana, India	IN	IN10	70265	28.4333	77.3167	-2095578	4	Faridabad, Haryana, India	IN	IN10	70265	28.4333	77.3167	-2095578	20220824071500	https://www.indiatvnews.com/news/india/pm-modi-inaugurates-amrita-hospital-faridabad-haryana-punjab-homi-bhabha-cancer-hospital-mohali-2022-08-24-802547
1059932470	20220824	202208	2022	2022.6411	HLH	HOSPITAL						HLH			GOV	PRIME MINISTER						GOV			1	036	036	03	1	4.0	4	1	4	0.25773195876288	4	Mohali, Madhya Pradesh, India	IN	IN35	17744	24.1492	78.9817	10450720	4	Mohali, Madhya Pradesh, India	IN	IN35	17744	24.1492	78.9817	10450720	4	Mohali, Madhya Pradesh, India	IN	IN35	17744	24.1492	78.9817	10450720	20220824071500	https://www.indiatvnews.com/news/india/pm-modi-inaugurates-amrita-hospital-faridabad-haryana-punjab-homi-bhabha-cancer-hospital-mohali-2022-08-24-802547
1059932471	20220824	202208	2022	2022.6411	HLH	DOCTOR						HLH			RUS	RUSSIA	RUS								1	090	090	09	2	-2.0	4	1	4	-6.86015831134565	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20220824071500	https://www.9news.com.au/national/aishwarya-aswath-inquest-no-urgency-staff-seven-year-old-death-perth-hospital-parents-say/3cc8ac0a-773c-477e-9d95-0aa5776a8332
1059932472	20220824	202208	2022	2022.6411	HLH	HOSPITAL						HLH			USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	-6.25	3	Yale New Haven Hospital, Connecticut, United States	US	USCT	CT009	41.3043	-72.9353	1933200	3	Yale New Haven Hospital, Connecticut, United States	US	USCT		41.3043	-72.9353	1933200	3	Yale New Haven Hospital, Connecticut, United States	US	USCT		41.3043	-72.9353	1933200	20220824071500	https://www.fox61.com/article/news/local/family-files-lawsuit-against-yale-new-haven-hospital-son-dies/520-2f49f900-630e-4d44-b2e8-e8a8ac194f9d
1059932473	20220824	202208	2022	2022.6411	HLH	HOSPITAL						HLH			USA	UNITED STATES	USA								1	115	115	11	3	-2.0	2	1	2	-6.25	3	Yale New Haven Hospital, Connecticut, United States	US	USCT	CT009	41.3043	-72.9353	1933200	3	Yale New Haven Hospital, Connecticut, United States	US	USCT		41.3043	-72.9353	1933200	3	Yale New Haven Hospital, Connecticut, United States	US	USCT		41.3043	-72.9353	1933200	20220824071500	https://www.fox61.com/article/news/local/family-files-lawsuit-against-yale-new-haven-hospital-son-dies/520-2f49f900-630e-4d44-b2e8-e8a8ac194f9d
1059932474	20220824	202208	2022	2022.6411	IGOBUSIMF	INTERNATIONAL MONETARY FUND		IMF				IGO	BUS		LKA	SRI LANKA	LKA								1	172	172	17	4	-5.0	10	1	10	-5.51724137931034	1	Sri Lanka	CE	CE		7	81	CE	1	Sri Lanka	CE	CE		7	81	CE	1	Sri Lanka	CE	CE		7	81	CE	20220824071500	https://www.indiatvnews.com/news/world/sri-lanka-bans-import-of-300-items-of-consumer-goods-to-stabilise-economy-2022-08-24-802549
1059932475	20220824	202208	2022	2022.6411	IGOEUREEC	EUROPEAN UNION	EUR	EEC				IGO													0	020	020	02	1	3.0	3	1	3	-0.51169590643275	1	Argentina	AR	AR		-34	-64	AR	0								1	Germany	GM	GM		51.5	10.5	GM	20220824071500	https://www.miragenews.com/committee-on-elimination-of-racial-842205/
1059932476	20220824	202208	2022	2022.6411	IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO													0	030	030	03	1	4.0	2	1	2	-5.38922155688623	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20220824071500	https://swarajyamag.com/technology/did-twitter-intentionally-cover-up-security-lapses-and-fake-accounts
1059932477	20220824	202208	2022	2022.6411	IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO													0	030	030	03	1	4.0	8	1	8	-5.38922155688623	1	Germany	GM	GM		51.5	10.5	GM	0								1	Germany	GM	GM		51.5	10.5	GM	20220824071500	https://swarajyamag.com/technology/did-twitter-intentionally-cover-up-security-lapses-and-fake-accounts
1059932478	20220824	202208	2022	2022.6411	IGOEUREEC	EUROPEAN UNION	EUR	EEC				IGO													0	090	090	09	2	-2.0	3	1	3	-0.51169590643275	1	Argentina	AR	AR		-34	-64	AR	0								1	Germany	GM	GM		51.5	10.5	GM	20220824071500	https://www.miragenews.com/committee-on-elimination-of-racial-842205/
1059932479	20220824	202208	2022	2022.6411	IGOEUREEC	EUROPEAN COMMISSION	EUR	EEC				IGO			BLR	BELARUS	BLR								1	020	020	02	1	3.0	2	1	2	-1.77215189873417	4	Helsinki, Eteläuomen Läi, Finland	FI	FI13	16230	60.1756	24.9342	-1364995	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20220824071500	https://www.helsinkitimes.fi/finland/finland-news/domestic/21975-harakka-finland-won-t-accept-rail-gauge-changes-requested-by-european-commission.html
1059932480	20220824	202208	2022	2022.6411	IGOEUREEC	EUROPEAN COMMISSION	EUR	EEC				IGO			BLR	BELARUS	BLR								1	020	020	02	1	3.0	8	1	8	-1.77215189873417	1	Russia	RS	RS		60	100	RS	1	Belarus	BO	BO		53	28	BO	1	Russia	RS	RS		60	100	RS	20220824071500	https://www.helsinkitimes.fi/finland/finland-news/domestic/21975-harakka-finland-won-t-accept-rail-gauge-changes-requested-by-european-commission.html
1059932481	20220824	202208	2022	2022.6411	IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO			BUS	COMPANIES						BUS			0	014	014	01	1	0.0	2	1	2	-5.38922155688623	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20220824071500	https://swarajyamag.com/technology/did-twitter-intentionally-cover-up-security-lapses-and-fake-accounts
1059932482	20220824	202208	2022	2022.6411	IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO			BUS	COMPANIES						BUS			0	014	014	01	1	0.0	8	1	8	-5.38922155688623	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20220824071500	https://swarajyamag.com/technology/did-twitter-intentionally-cover-up-security-lapses-and-fake-accounts
1059932483	20220824	202208	2022	2022.6411	IGOEUREEC	EUROPEAN COMMISSION	EUR	EEC				IGO			RUS	RUSSIA	RUS								1	020	020	02	1	3.0	1	1	1	-1.77215189873417	4	Harakka, Landskapet Birkaland, Finland	FI	FI28	16237	61.9667	24.1	-1364263	4	Harakka, Landskapet Birkaland, Finland	FI	FI28	16237	61.9667	24.1	-1364263	4	Harakka, Landskapet Birkaland, Finland	FI	FI28	16237	61.9667	24.1	-1364263	20220824071500	https://www.helsinkitimes.fi/finland/finland-news/domestic/21975-harakka-finland-won-t-accept-rail-gauge-changes-requested-by-european-commission.html
1059932484	20220824	202208	2022	2022.6411	IGOEUREEC	EUROPEAN COMMISSION	EUR	EEC				IGO			RUS	RUSSIA	RUS								1	020	020	02	1	3.0	2	1	2	-1.77215189873417	4	Helsinki, Eteläuomen Läi, Finland	FI	FI13	16230	60.1756	24.9342	-1364995	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20220824071500	https://www.helsinkitimes.fi/finland/finland-news/domestic/21975-harakka-finland-won-t-accept-rail-gauge-changes-requested-by-european-commission.html
1059932485	20220824	202208	2022	2022.6411	IGOEUREEC	EUROPEAN COMMISSION	EUR	EEC				IGO			RUS	RUSSIA	RUS								1	020	020	02	1	3.0	7	1	7	-1.77215189873417	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20220824071500	https://www.helsinkitimes.fi/finland/finland-news/domestic/21975-harakka-finland-won-t-accept-rail-gauge-changes-requested-by-european-commission.html
1059932486	20220824	202208	2022	2022.6411	IGOEUREEC	THE EU	EUR	EEC				IGO			USA	THE US	USA								1	061	061	06	2	6.4	10	1	10	-2.89093298291721	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20220824071500	http://en.people.cn/n3/2022/0824/c90000-10138983.html
1059932487	20220824	202208	2022	2022.6411	IGOUNO	UNITED NATIONS		UNO				IGO													0	010	010	01	1	0.0	3	1	3	-3.38441890166028	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	0								4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20220824071500	https://www.foxnews.com/us/un-diplomat-dodges-nyc-rape-charges-thanks-immunity-history-controversial-policy
1059932488	20220824	202208	2022	2022.6411	IGOUNO	UNITED NATIONS		UNO				IGO													0	010	010	01	1	0.0	1	1	1	-3.38441890166028	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	0								3	United Nations Headquarters, New York, United States	US	USNY		40.7495	-73.9679	968243	20220824071500	https://www.foxnews.com/us/un-diplomat-dodges-nyc-rape-charges-thanks-immunity-history-controversial-policy
1059932489	20220824	202208	2022	2022.6411	IGOUNO	UNITED NATIONS		UNO				IGO													0	010	010	01	1	0.0	1	1	1	-3.38441890166028	3	United Nations Headquarters, New York, United States	US	USNY	NY061	40.7495	-73.9679	968243	0								3	United Nations Headquarters, New York, United States	US	USNY		40.7495	-73.9679	968243	20220824071500	https://www.foxnews.com/us/un-diplomat-dodges-nyc-rape-charges-thanks-immunity-history-controversial-policy
1059932490	20220824	202208	2022	2022.6411	IGOUNOIAE	IAEA		UNO				IGO													1	090	090	09	2	-2.0	8	1	8	-7.25593667546174	4	Lviv, L'vivs'ka Oblast', Ukraine	UP	UP15	28555	49.8407	24.0305	-1045268	0								4	Lviv, L'vivs'ka Oblast', Ukraine	UP	UP15	28555	49.8407	24.0305	-1045268	20220824071500	https://www.koreatimes.co.kr/www/opinion/2022/08/797_334920.html
