1059932824	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	011	011	01	1	-0.1	1	1	1	-3.38441890166028	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								1	South Sudan	OD	OD		8	30	OD	20220824071500	https://www.foxnews.com/us/un-diplomat-dodges-nyc-rape-charges-thanks-immunity-history-controversial-policy
1059932825	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	012	012	01	1	-0.4	4	1	4	-3.08345120226309	3	Washington University, Missouri, United States	US	USMO	MO189	38.6481	-90.3071	756873	0								3	Washington University, Missouri, United States	US	USMO		38.6481	-90.3071	756873	20220824071500	https://medicine.wustl.edu/news/podcast-new-covid-19-variants-causing-re-infections/
1059932826	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	012	012	01	1	-0.4	2	1	2	-0.32362459546925	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20220824071500	https://zeenews.india.com/people/meghan-markle-says-was-made-to-feel-terrible-for-being-ambitious-claims-double-standards-between-men-and-women-2500947.html
1059932827	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	017	017	01	1	0.0	4	1	4	8.13008130081301	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824071500	https://www.hjnews.com/preston/bob-and-pat-millers-50th/article_ad5d3870-2196-11ed-bab7-5be37f5aca0b.html
1059932828	20220824	202208	2022	2022.6411	USA	TEXAS	USA																		1	020	020	02	1	3.0	7	1	7	2.87356321839081	3	Marlin High School, Texas, United States	US	USTX	TX145	31.3099	-96.8783	2005889	0								3	Marlin High School, Texas, United States	US	USTX		31.3099	-96.8783	2005889	20220824071500	https://www.kcentv.com/article/news/education/marlin-isd-proposes-32-million-bond/500-947430e3-9de6-4b1b-b966-182c497da04d
1059932829	20220824	202208	2022	2022.6411	USA	ALABAMA	USA																		0	020	020	02	1	3.0	9	1	9	2.16867469879518	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	0								2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20220824071500	https://www.montgomeryadvertiser.com/story/opinion/2022/08/24/electric-vehicles-future-and-alabama-must-have-place/7882521001/
1059932830	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	026	026	02	1	4.0	4	1	4	-1.38888888888889	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	0								3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	20220824071500	https://www.gazettextra.com/news/local/official-freitag-has-resigned-as-janesville-city-manager/article_d92886b2-2353-11ed-bb8a-07822d4de268.html
1059932831	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	036	036	03	1	4.0	4	1	4	-1.38888888888889	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	0								2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20220824071500	https://www.gazettextra.com/news/local/official-freitag-has-resigned-as-janesville-city-manager/article_d92886b2-2353-11ed-bb8a-07822d4de268.html
1059932832	20220824	202208	2022	2022.6411	USA	AMERICAN	USA																		0	040	040	04	1	1.0	10	1	10	-0.23529411764706	3	Copperas Cove, Texas, United States	US	USTX	TX099	31.1241	-97.9031	1354974	0								3	Copperas Cove, Texas, United States	US	USTX		31.1241	-97.9031	1354974	20220824071500	https://www.kcentv.com/article/news/investigations/6-fix/6-fix-warranty-company-fixes-cove-womans-ac-unit/500-2f070a7c-087e-4afe-add8-c7b7eaa0509b
1059932833	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	040	040	04	1	1.0	3	1	3	4.81081081081081	3	Midway Baptist Church, North Carolina, United States	US	USNC	NC057	35.9407	-80.2092	989829	0								3	West Jefferson, North Carolina, United States	US	USNC		36.4037	-81.4929	1023168	20220824071500	https://www.ashepostandtimes.com/community/faith-notes/article_18827d42-1e48-11ed-af16-671021d0c81a.html
1059932834	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	040	040	04	1	1.0	3	1	3	4.81081081081081	3	Midway Baptist Church, North Carolina, United States	US	USNC	NC057	35.9407	-80.2092	989829	0								3	Midway Baptist Church, North Carolina, United States	US	USNC		35.9407	-80.2092	989829	20220824071500	https://www.ashepostandtimes.com/community/faith-notes/article_18827d42-1e48-11ed-af16-671021d0c81a.html
1059932835	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	040	040	04	1	1.0	4	1	4	-1.38888888888889	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	0								2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20220824071500	https://www.gazettextra.com/news/local/official-freitag-has-resigned-as-janesville-city-manager/article_d92886b2-2353-11ed-bb8a-07822d4de268.html
1059932836	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	043	043	04	1	2.8	4	1	4	-3.08345120226309	3	Washington University, Missouri, United States	US	USMO	MO189	38.6481	-90.3071	756873	0								3	Washington University, Missouri, United States	US	USMO		38.6481	-90.3071	756873	20220824071500	https://medicine.wustl.edu/news/podcast-new-covid-19-variants-causing-re-infections/
1059932837	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	046	046	04	1	7.0	4	1	4	-1.38888888888889	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	0								2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20220824071500	https://www.gazettextra.com/news/local/official-freitag-has-resigned-as-janesville-city-manager/article_d92886b2-2353-11ed-bb8a-07822d4de268.html
1059932838	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	046	046	04	1	7.0	4	1	4	-1.38888888888889	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	0								2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20220824071500	https://www.gazettextra.com/news/local/official-freitag-has-resigned-as-janesville-city-manager/article_d92886b2-2353-11ed-bb8a-07822d4de268.html
1059932839	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	051	051	05	1	3.4	2	1	2	-3.08345120226309	3	Washington University, Missouri, United States	US	USMO	MO189	38.6481	-90.3071	756873	0								3	Washington University, Missouri, United States	US	USMO		38.6481	-90.3071	756873	20220824071500	https://medicine.wustl.edu/news/podcast-new-covid-19-variants-causing-re-infections/
1059932840	20220824	202208	2022	2022.6411	USA	NEW YORK	USA																		1	051	051	05	1	3.4	4	1	4	7.61904761904762	3	Brooklyn, New York, United States	US	USNY	NY025	42.3442	-75.1704	944840	0								3	Ossining, New York, United States	US	USNY	NY119	41.1629	-73.8615	959520	20220824071500	https://dailyvoice.com/new-york/ossining/news/humbling-liberating-ny-man-claims-10m-lottery-prize/841344/
1059932841	20220824	202208	2022	2022.6411	USA	NEW YORK	USA																		1	051	051	05	1	3.4	6	1	6	7.61904761904762	3	Ossining, New York, United States	US	USNY	NY119	41.1629	-73.8615	959520	0								3	Ossining, New York, United States	US	USNY	NY119	41.1629	-73.8615	959520	20220824071500	https://dailyvoice.com/new-york/ossining/news/humbling-liberating-ny-man-claims-10m-lottery-prize/841344/
1059932842	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	051	051	05	1	3.4	2	1	2	-1.64948453608247	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	0								2	Alaska, United States	US	USAK		61.385	-152.268	AK	20220824071500	https://omaha.com/article_2b170616-234e-11ed-8819-5b86fd14b5be.html
1059932843	20220824	202208	2022	2022.6411	USA	FLORIDA	USA																		1	051	051	05	1	3.4	6	1	6	-1.64948453608247	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220824071500	https://omaha.com/article_2b170616-234e-11ed-8819-5b86fd14b5be.html
1059932844	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	060	060	06	2	6.0	6	1	6	-5.72687224669604	3	Riverside County, California, United States	US	USCA	CA065	33.7334	-116.051	277297	0								3	Riverside County, California, United States	US	USCA		33.7334	-116.051	277297	20220824071500	https://www.nbcsandiego.com/news/local/deputies-arrest-man-found-with-6-molotov-cocktails-other-explosives-in-fallbrook/3030447/
1059932845	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	060	060	06	2	6.0	2	1	2	-5.72687224669604	3	San Diego County, California, United States	US	USCA	CA073	33.0334	-116.801	277301	0								3	Fallbrook, California, United States	US	USCA	CA073	33.3764	-117.251	1652708	20220824071500	https://www.nbcsandiego.com/news/local/deputies-arrest-man-found-with-6-molotov-cocktails-other-explosives-in-fallbrook/3030447/
1059932846	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	070	070	07	2	7.0	4	1	4	2.06185567010309	4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	0								4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	20220824071500	https://menafn.com/1104745958/The-Spray-Adhesives-Market-Is-Predicted-To-Reach-572-Billion-USD-By-2027
1059932847	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	071	071	07	2	7.4	2	1	2	-0.33500837520938	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	20220824071500	https://www.abqjournal.com/2526801/ronchetti-mlg-denied-public-access-in-different-ways.html
1059932848	20220824	202208	2022	2022.6411	USA	NEW MEXICO	USA																		0	071	071	07	2	7.4	3	1	3	-0.33500837520938	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	0								2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	20220824071500	https://www.abqjournal.com/2526801/ronchetti-mlg-denied-public-access-in-different-ways.html
1059932849	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	084	084	08	2	7.0	2	1	2	-6.32411067193676	3	Uvalde, Texas, United States	US	USTX	TX463	29.2097	-99.7862	1370541	0								3	Uvalde, Texas, United States	US	USTX	TX463	29.2097	-99.7862	1370541	20220824071500	https://www.mirror.co.uk/news/us-news/uvalde-shooter-lay-morgue-month-27817611
1059932850	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	090	090	09	2	-2.0	2	1	2	-4.84429065743944	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	0								2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	20220824071500	https://www.faribaultcountyregister.com/wire/?category=5050&ID=233683
1059932851	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	110	110	11	3	-2.0	4	1	4	-26.6272189349112	3	Lake Geneva, Washington, United States	US	USWA	WA033	47.2915	-122.281	1510400	0								3	Lake Geneva, Washington, United States	US	USWA		47.2915	-122.281	1510400	20220824071500	https://www.gazettextra.com/news/public_record/court-listings-for-aug-15-21-2022/article_8e902b54-22f5-11ed-af45-6782f349939b.html
1059932852	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	115	115	11	3	-2.0	4	1	4	-6.25	3	Yale New Haven Hospital, Connecticut, United States	US	USCT	CT009	41.3043	-72.9353	1933200	0								3	Yale New Haven Hospital, Connecticut, United States	US	USCT		41.3043	-72.9353	1933200	20220824071500	https://www.fox61.com/article/news/local/family-files-lawsuit-against-yale-new-haven-hospital-son-dies/520-2f49f900-630e-4d44-b2e8-e8a8ac194f9d
1059932853	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	115	115	11	3	-2.0	2	1	2	-6.25	3	Yale New Haven Hospital, Connecticut, United States	US	USCT	CT009	41.3043	-72.9353	1933200	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20220824071500	https://www.fox61.com/article/news/local/family-files-lawsuit-against-yale-new-haven-hospital-son-dies/520-2f49f900-630e-4d44-b2e8-e8a8ac194f9d
1059932854	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	115	115	11	3	-2.0	2	1	2	-6.25	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20220824071500	https://www.fox61.com/article/news/local/family-files-lawsuit-against-yale-new-haven-hospital-son-dies/520-2f49f900-630e-4d44-b2e8-e8a8ac194f9d
1059932855	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	120	120	12	3	-4.0	6	1	6	-6.32411067193676	3	San Antonio, Texas, United States	US	USTX	TX029	29.4241	-98.4936	1380951	0								3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	20220824071500	https://www.mirror.co.uk/news/us-news/uvalde-shooter-lay-morgue-month-27817611
1059932856	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	120	120	12	3	-4.0	4	1	4	-6.32411067193676	3	Bexar County, Texas, United States	US	USTX	TX029	29.4502	-98.517	1383800	0								3	Bexar County, Texas, United States	US	USTX		29.4502	-98.517	1383800	20220824071500	https://www.mirror.co.uk/news/us-news/uvalde-shooter-lay-morgue-month-27817611
1059932857	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	120	120	12	3	-4.0	1	1	1	-3.38441890166028	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								1	South Sudan	OD	OD		8	30	OD	20220824071500	https://www.foxnews.com/us/un-diplomat-dodges-nyc-rape-charges-thanks-immunity-history-controversial-policy
1059932858	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	124	124	12	3	-4.0	1	1	1	-3.38441890166028	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220824071500	https://www.foxnews.com/us/un-diplomat-dodges-nyc-rape-charges-thanks-immunity-history-controversial-policy
1059932859	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	124	124	12	3	-4.0	1	1	1	-3.38441890166028	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								1	South Sudan	OD	OD		8	30	OD	20220824071500	https://www.foxnews.com/us/un-diplomat-dodges-nyc-rape-charges-thanks-immunity-history-controversial-policy
1059932860	20220824	202208	2022	2022.6411	USA	CHICAGO	USA																		1	138	138	13	3	-7.0	10	1	10	1.92307692307693	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20220824071500	https://www.tv.nu/p/1OqMno-Y-7Z0j
1059932861	20220824	202208	2022	2022.6411	USA	MAINE	USA																		1	163	163	16	4	-8.0	11	1	7	1.46627565982404	2	Maine, United States	US	USME		44.6074	-69.3977	ME	0								2	Maine, United States	US	USME		44.6074	-69.3977	ME	20220824071500	https://timesofindia.indiatimes.com/tv/news/hindi/kapil-sharma-on-boycott-trend-want-to-stay-away-from-the-world-of-twitter-bahut-mushkil-se-nikla-hun/articleshow/93747213.cms
1059932862	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	1712	171	17	4	-9.2	2	1	2	-5.72687224669604	3	Riverside County, California, United States	US	USCA	CA065	33.7334	-116.051	277297	0								3	Fallbrook, California, United States	US	USCA	CA073	33.3764	-117.251	1652708	20220824071500	https://www.nbcsandiego.com/news/local/deputies-arrest-man-found-with-6-molotov-cocktails-other-explosives-in-fallbrook/3030447/
1059932863	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	1712	171	17	4	-9.2	2	1	2	-5.72687224669604	3	Riverside County, California, United States	US	USCA	CA065	33.7334	-116.051	277297	0								3	Riverside County, California, United States	US	USCA		33.7334	-116.051	277297	20220824071500	https://www.nbcsandiego.com/news/local/deputies-arrest-man-found-with-6-molotov-cocktails-other-explosives-in-fallbrook/3030447/
1059932864	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	172	172	17	4	-5.0	4	1	4	-0.33500837520938	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	0								2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	20220824071500	https://www.abqjournal.com/2526801/ronchetti-mlg-denied-public-access-in-different-ways.html
1059932865	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	1822	182	18	4	-9.0	4	1	4	-5.4054054054054	1	United States	US	US		39.828175	-98.5795	US	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20220824071500	https://www.albanyherald.com/arena/one-of-kim-kardashians-paris-hotel-robbers-says-he-feels-no-guilt-over-incident/article_8173782f-2205-52e8-ab07-a412580aa0b0.html
1059932866	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	192	192	19	4	-9.5	2	1	2	-1.63934426229508	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220824071500	https://www.theguardian.com/books/2022/aug/24/donald-trump-secret-mar-a-lago-stay-rudy-giuliani-drink-depression-wife-andrew-kirtzman-book
1059932867	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	193	193	19	4	-10.0	2	1	2	1.46627565982404	2	Maine, United States	US	USME		44.6074	-69.3977	ME	0								2	Maine, United States	US	USME		44.6074	-69.3977	ME	20220824071500	https://timesofindia.indiatimes.com/tv/news/hindi/kapil-sharma-on-boycott-trend-want-to-stay-away-from-the-world-of-twitter-bahut-mushkil-se-nikla-hun/articleshow/93747213.cms
1059932868	20220824	202208	2022	2022.6411	USA	NEW YORK CITY	USA								BUS	COMPANIES						BUS			1	042	042	04	1	1.9	7	1	7	-2.34375	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220824071500	https://www.economist.com/united-states/2022/08/24/new-yorks-primary-turns-democratic-friends-into-foes
1059932869	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								CHR	CHRISTIAN				CHR					0	042	042	04	1	1.9	2	1	2	4.81081081081081	3	Faith Chapel Church, North Carolina, United States	US	USNC	NC057	35.8196	-80.1184	1954321	3	Faith Chapel Church, North Carolina, United States	US	USNC		35.8196	-80.1184	1954321	3	Faith Chapel Church, North Carolina, United States	US	USNC		35.8196	-80.1184	1954321	20220824071500	https://www.ashepostandtimes.com/community/faith-notes/article_18827d42-1e48-11ed-af16-671021d0c81a.html
1059932870	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								CHR	CHRISTIAN				CHR					0	051	051	05	1	3.4	2	1	2	4.81081081081081	3	Zion Church, North Carolina, United States	US	USNC	NC019	34.0263	-78.497	997755	3	Zion Church, North Carolina, United States	US	USNC		34.0263	-78.497	997755	3	Zion Church, North Carolina, United States	US	USNC		34.0263	-78.497	997755	20220824071500	https://www.ashepostandtimes.com/community/faith-notes/article_18827d42-1e48-11ed-af16-671021d0c81a.html
1059932871	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								CHRPRO331	CHURCH OF CHRIST				CHR	PRO				0	040	040	04	1	1.0	8	1	8	4.81081081081081	3	West Jefferson, North Carolina, United States	US	USNC	NC009	36.4037	-81.4929	1023168	3	West Jefferson, North Carolina, United States	US	USNC		36.4037	-81.4929	1023168	3	West Jefferson, North Carolina, United States	US	USNC		36.4037	-81.4929	1023168	20220824071500	https://www.ashepostandtimes.com/community/faith-notes/article_18827d42-1e48-11ed-af16-671021d0c81a.html
1059932872	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								COP	POLICE						COP			1	013	013	01	1	0.4	4	1	4	-6.98113207547169	3	Kindercare Learning Center, Florida, United States	US	USFL	FL033	30.5199	-87.2144	300689	3	Kindercare Learning Center, Florida, United States	US	USFL		30.5199	-87.2144	300689	3	Kindercare Learning Center, Florida, United States	US	USFL		30.5199	-87.2144	300689	20220824071500	https://www.parentherald.com/articles/108105/20220819/florida-teacher-caught-punching-preschool-student-head-more-once.htm
1059932873	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								COP	LAW ENFORCEMENT OFFICER						COP			1	090	090	09	2	-2.0	1	1	1	-6.32411067193676	3	Uvalde, Texas, United States	US	USTX	TX463	29.2097	-99.7862	1370541	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	20220824071500	https://www.mirror.co.uk/news/us-news/uvalde-shooter-lay-morgue-month-27817611
1059932874	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								COP	LAW ENFORCEMENT OFFICER						COP			1	090	090	09	2	-2.0	1	1	1	-6.32411067193676	3	San Antonio, Texas, United States	US	USTX	TX029	29.4241	-98.4936	1380951	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	20220824071500	https://www.mirror.co.uk/news/us-news/uvalde-shooter-lay-morgue-month-27817611
1059932875	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								COP	LAW ENFORCEMENT OFFICER						COP			1	090	090	09	2	-2.0	6	1	6	-6.32411067193676	3	Bexar County, Texas, United States	US	USTX	TX029	29.4502	-98.517	1383800	3	Bexar County, Texas, United States	US	USTX		29.4502	-98.517	1383800	3	Bexar County, Texas, United States	US	USTX		29.4502	-98.517	1383800	20220824071500	https://www.mirror.co.uk/news/us-news/uvalde-shooter-lay-morgue-month-27817611
1059932876	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								COP	LAW ENFORCEMENT OFFICER						COP			1	193	193	19	4	-10.0	8	1	8	-6.32411067193676	3	Bexar County, Texas, United States	US	USTX	TX029	29.4502	-98.517	1383800	3	Bexar County, Texas, United States	US	USTX		29.4502	-98.517	1383800	3	Bexar County, Texas, United States	US	USTX		29.4502	-98.517	1383800	20220824071500	https://www.mirror.co.uk/news/us-news/uvalde-shooter-lay-morgue-month-27817611
