1059929356	20220824	202208	2022	2022.6411											LAB	UNIONS						LAB			1	040	040	04	1	1.0	10	1	10	0.655737704918033	0								4	Faridabad, Haryana, India	IN	IN10	70265	28.4333	77.3167	-2095578	4	Faridabad, Haryana, India	IN	IN10	70265	28.4333	77.3167	-2095578	20220824064500	https://www.prokerala.com/news/articles/a1338338.html
1059929357	20220824	202208	2022	2022.6411											LEGGOV	CONGRESS						LEG	GOV		1	036	036	03	1	4.0	10	1	10	1.58730158730158	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220824064500	https://www.prokerala.com/news/articles/a1338336.html
1059929358	20220824	202208	2022	2022.6411											LKA	SRI LANKA	LKA								1	042	042	04	1	1.9	10	1	10	-2.59365994236311	0								1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20220824064500	https://economictimes.indiatimes.com/news/international/world-news/bangladesh-seeking-imf-loan-is-a-pragmatic-call-former-foreignsecretary/articleshow/93746826.cms
1059929359	20220824	202208	2022	2022.6411											MED	WEBSITE						MED			0	036	036	03	1	4.0	5	1	5	-1.78571428571428	0								5	Province Of Ontario, Ontario, Canada	CA	CA08	12684	50	-86	-570663	5	Province Of Ontario, Ontario, Canada	CA	CA08	12684	50	-86	-570663	20220824064500	https://www.tribute.ca/reviews/andre-rieus-2022-maastricht-concert-happy-days-are-here-again/162880/
1059929360	20220824	202208	2022	2022.6411											MED	JOURNALIST						MED			1	046	046	04	1	7.0	6	1	6	-0.5	0								1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20220824064500	https://www.business-standard.com/article/current-affairs/mask-free-travel-on-german-chancellor-s-plane-prompts-fresh-debate-122082400164_1.html
1059929361	20220824	202208	2022	2022.6411											MED	MAGAZINE						MED			1	057	057	05	1	8.0	5	1	5	1.75438596491228	0								2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	20220824064500	https://wjbq.com/freeport-native-drew-taggart-of-the-chainsmokers-came-back-home-to-maine/
1059929362	20220824	202208	2022	2022.6411											MNCIRL	RYANAIR	IRL					MNC			0	020	020	02	1	3.0	10	1	10	-3.23529411764706	0								0								0								20220824064500	https://www.manchestereveningnews.co.uk/news/greater-manchester-news/family-disgusted-amid-claims-wheelchair-24809426
1059929363	20220824	202208	2022	2022.6411											MYS	MALAYSIA	MYS								1	100	100	10	3	-5.0	5	1	5	-1.4218009478673	0								4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20220824064500	https://www.malaymail.com/news/malaysia/2022/08/24/bersih-launches-online-petition-asking-agong-to-deny-najib-royal-pardon/24482
1059929364	20220824	202208	2022	2022.6411											NGO	ROTARY CLUB						NGO			0	036	036	03	1	4.0	6	1	6	3.3816425120773	0								3	Hancock County, Kentucky, United States	US	USKY		37.8501	-86.7667	516892	3	Hancock County, Kentucky, United States	US	USKY		37.8501	-86.7667	516892	20220824064500	https://www.greenfieldreporter.com/2022/08/24/club-news-8/
1059929365	20220824	202208	2022	2022.6411											NGOUSA	ROCKEFELLER FOUNDATION	USA					NGO			1	051	051	05	1	3.4	5	1	5	3.50877192982456	0								4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20220824064500	https://allafrica.com/stories/202208240050.html
1059929366	20220824	202208	2022	2022.6411											OPP	THE OPPOSITION						OPP			1	012	012	01	1	-0.4	2	1	2	-10.7491856677524	0								4	Baramati, Maharashtra, India	IN	IN16	17781	18.15	74.5833	-2090417	4	Baramati, Maharashtra, India	IN	IN16	17781	18.15	74.5833	-2090417	20220824064500	https://www.prokerala.com/news/articles/a1338361.html
1059929367	20220824	202208	2022	2022.6411											OPP	THE OPPOSITION						OPP			1	012	012	01	1	-0.4	2	1	2	-10.7491856677524	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Shiv, Rajasthan, India	IN	IN24	17848	26.1833	71.25	-2111141	20220824064500	https://www.prokerala.com/news/articles/a1338361.html
1059929368	20220824	202208	2022	2022.6411											OPP	THE OPPOSITION						OPP			1	012	012	01	1	-0.4	6	1	6	-10.7491856677524	0								4	Shiv, Rajasthan, India	IN	IN24	17848	26.1833	71.25	-2111141	4	Shiv, Rajasthan, India	IN	IN24	17848	26.1833	71.25	-2111141	20220824064500	https://www.prokerala.com/news/articles/a1338361.html
1059929369	20220824	202208	2022	2022.6411											OPP	THE OPPOSITION						OPP			1	130	130	13	3	-4.4	2	1	2	-10.7491856677524	0								4	Baramati, Maharashtra, India	IN	IN16	17781	18.15	74.5833	-2090417	4	Baramati, Maharashtra, India	IN	IN16	17781	18.15	74.5833	-2090417	20220824064500	https://www.prokerala.com/news/articles/a1338361.html
1059929370	20220824	202208	2022	2022.6411											OPP	THE OPPOSITION						OPP			1	130	130	13	3	-4.4	8	1	8	-10.7491856677524	0								4	Shiv, Rajasthan, India	IN	IN24	17848	26.1833	71.25	-2111141	4	Shiv, Rajasthan, India	IN	IN24	17848	26.1833	71.25	-2111141	20220824064500	https://www.prokerala.com/news/articles/a1338361.html
1059929371	20220824	202208	2022	2022.6411											PAK	PAKISTAN	PAK								1	040	040	04	1	1.0	10	1	10	-5.48387096774194	0								5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	20220824064500	https://www.prokerala.com/news/articles/a1338325.html
1059929372	20220824	202208	2022	2022.6411											PAK	PAKISTAN	PAK								1	043	043	04	1	2.8	8	1	8	-4.83383685800604	0								5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	20220824064500	https://www.thenews.com.pk/print/984956-lawmakers-to-promote-self-testing-for-ascertaining-hiv-status
1059929373	20220824	202208	2022	2022.6411											PTY	PRESIDENTIAL CANDIDATE									0	112	112	11	3	-2.0	6	1	6	1.75879396984925	0								1	France	FR	FR		46	2	FR	5	Adamawa State, Adamawa, Nigeria	NI	NI35	191126	9.33333	12.5	29565	20220824064500	https://tribuneonlineng.com/pdp-crisis-deepens-wike-other-govs-jet-out-again/
1059929374	20220824	202208	2022	2022.6411											PTY	PRESIDENTIAL CANDIDATE									0	112	112	11	3	-2.0	4	1	4	1.75879396984925	0								1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20220824064500	https://tribuneonlineng.com/pdp-crisis-deepens-wike-other-govs-jet-out-again/
1059929375	20220824	202208	2022	2022.6411											REF	RETURNEE						REF			0	042	042	04	1	1.9	5	1	5	-4.48796409628723	0								4	Raqqa, Ar Raqqah, Syria	SY	SY04	26371	35.95	39.0167	-2538949	4	Raqqa, Ar Raqqah, Syria	SY	SY04	26371	35.95	39.0167	-2538949	20220824064500	https://www.usip.org/publications/2022/07/isis-problem-yesterday-today-and-tomorrow
1059929376	20220824	202208	2022	2022.6411											RUS	RUSSIA	RUS								1	010	010	01	1	0.0	4	1	4	-3.7593984962406	0								4	Yekaterinburg, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	4	Yekaterinburg, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	20220824064500	https://interfax.com/newsroom/top-stories/82486/
1059929377	20220824	202208	2022	2022.6411											RUS	SVERDLOVSK	RUS								0	1241	124	12	3	-4.0	8	1	8	-3.7593984962406	0								4	Sverdlovsk, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	4	Sverdlovsk, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	20220824064500	https://interfax.com/newsroom/top-stories/82486/
1059929378	20220824	202208	2022	2022.6411											RUS	RUSSIA	RUS								1	173	173	17	4	-5.0	4	1	4	-3.7593984962406	0								4	Yekaterinburg, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	4	Yekaterinburg, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	20220824064500	https://interfax.com/newsroom/top-stories/82486/
1059929379	20220824	202208	2022	2022.6411											RUSELI	YEKATERINBURG	RUS					ELI			1	010	010	01	1	0.0	2	1	2	-3.7593984962406	0								4	Yekaterinburg, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	4	Nevyansk, Sverdlovskaya Oblast', Russia	RS	RS71	25100	57.4953	60.2112	-2964490	20220824064500	https://interfax.com/newsroom/top-stories/82486/
1059929380	20220824	202208	2022	2022.6411											RUSELI	RUSSIA	RUS					ELI			1	010	010	01	1	0.0	1	1	1	-3.7593984962406	0								4	Yekaterinburg, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	4	Yekaterinburg, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	20220824064500	https://interfax.com/newsroom/top-stories/82486/
1059929381	20220824	202208	2022	2022.6411											RUSELI	YEKATERINBURG	RUS					ELI			1	060	060	06	2	6.0	3	1	3	-3.7593984962406	0								4	Yekaterinburg, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	4	Yekaterinburg, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	20220824064500	https://interfax.com/newsroom/top-stories/82486/
1059929382	20220824	202208	2022	2022.6411											RUSELI	YEKATERINBURG	RUS					ELI			1	173	173	17	4	-5.0	6	1	6	-3.7593984962406	0								4	Sverdlovsk, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	4	Sverdlovsk, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	20220824064500	https://interfax.com/newsroom/top-stories/82486/
1059929383	20220824	202208	2022	2022.6411											USA	UNITED STATES	USA								1	020	020	02	1	3.0	1	1	1	-1.83028286189684	0								4	Copenhagen, Køavn*, Denmark	DA	DA05	15213	55.6667	12.5833	-2745636	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20220824064500	http://www.hngn.com/articles/243991/20220823/jan-6-committee-interrogates-trumps-former-cabinet-members-national-security.htm
1059929384	20220824	202208	2022	2022.6411											USA	UNITED STATES	USA								1	020	020	02	1	3.0	3	1	3	-7.82222222222222	0								3	Tulare County, California, United States	US	USCA		36.2666	-118.801	277318	3	Tulare County, California, United States	US	USCA		36.2666	-118.801	277318	20220824064500	https://www.visaliatimesdelta.com/story/news/2022/08/23/murder-charges-dismissed-porterville-library-case/7872940001/
1059929385	20220824	202208	2022	2022.6411											USA	THE US	USA								0	030	030	03	1	4.0	3	1	3	-5.41871921182266	0								4	Pordenone, Friuli-Venezia Giulia, Italy	IT	IT06	18417	45.9639	12.6575	-125476	4	Pordenone, Friuli-Venezia Giulia, Italy	IT	IT06	18417	45.9639	12.6575	-125476	20220824064500	https://www.prokerala.com/news/articles/a1338354.html
1059929386	20220824	202208	2022	2022.6411											USA	UNITED STATES	USA								1	040	040	04	1	1.0	2	1	2	-5.12820512820513	0								3	Kenosha, Wisconsin, United States	US	USWI	WI059	42.5847	-87.8212	1567416	3	Janesville, Wisconsin, United States	US	USWI	WI105	42.6828	-89.0187	1567100	20220824064500	https://www.voiceofalexandria.com/news/national/watch-now-gov-candidate-michels-rep-steil-tour-kenosha-attend-discussion-on-2020-unrest/article_11a6d2fc-050a-507f-9730-4c626a24f2bd.html
1059929387	20220824	202208	2022	2022.6411											USA	UNITED STATES	USA								1	040	040	04	1	1.0	6	1	4	-5.12820512820513	0								3	Kenosha, Wisconsin, United States	US	USWI	WI059	42.5847	-87.8212	1567416	3	Kenosha, Wisconsin, United States	US	USWI	WI059	42.5847	-87.8212	1567416	20220824064500	https://www.voiceofalexandria.com/news/national/watch-now-gov-candidate-michels-rep-steil-tour-kenosha-attend-discussion-on-2020-unrest/article_11a6d2fc-050a-507f-9730-4c626a24f2bd.html
1059929388	20220824	202208	2022	2022.6411											USA	UNITED STATES	USA								1	040	040	04	1	1.0	4	1	3	-5.12820512820513	0								3	Kenosha, Wisconsin, United States	US	USWI	WI059	42.5847	-87.8212	1567416	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20220824064500	https://www.voiceofalexandria.com/news/national/watch-now-gov-candidate-michels-rep-steil-tour-kenosha-attend-discussion-on-2020-unrest/article_11a6d2fc-050a-507f-9730-4c626a24f2bd.html
1059929389	20220824	202208	2022	2022.6411											USA	UNITED STATES	USA								1	040	040	04	1	1.0	2	1	2	4.61538461538461	0								2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	20220824064500	https://tulsaworld.com/news/state-and-regional/govt-and-politics/watch-now-stitt-s-secretary-of-education-wins-gop-runoff-in-state-superintendent-race/article_109a7f06-22f5-11ed-80b3-878bb022c181.html
1059929390	20220824	202208	2022	2022.6411											USA	UNITED STATES	USA								1	040	040	04	1	1.0	1	1	1	-5.12820512820513	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	3	Kenosha, Wisconsin, United States	US	USWI	WI059	42.5847	-87.8212	1567416	20220824064500	https://www.voiceofalexandria.com/news/national/watch-now-gov-candidate-michels-rep-steil-tour-kenosha-attend-discussion-on-2020-unrest/article_11a6d2fc-050a-507f-9730-4c626a24f2bd.html
1059929391	20220824	202208	2022	2022.6411											USA	UNITED STATES	USA								1	040	040	04	1	1.0	1	1	1	-5.12820512820513	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20220824064500	https://www.voiceofalexandria.com/news/national/watch-now-gov-candidate-michels-rep-steil-tour-kenosha-attend-discussion-on-2020-unrest/article_11a6d2fc-050a-507f-9730-4c626a24f2bd.html
1059929392	20220824	202208	2022	2022.6411											USA	UNITED STATES	USA								1	042	042	04	1	1.9	5	1	5	0.25773195876289	0								3	Brooklyn, New York, United States	US	USNY	NY025	42.3442	-75.1704	944840	3	Brooklyn, New York, United States	US	USNY	NY025	42.3442	-75.1704	944840	20220824064500	https://www.huffpost.com/entry/dan-goldman-declares-victory-new-york-democratic-primary-house-seat_n_630595dae4b0e323a25a020a
1059929393	20220824	202208	2022	2022.6411											USA	UNITED STATES	USA								1	042	042	04	1	1.9	1	1	1	0.25773195876289	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	3	Brooklyn, New York, United States	US	USNY	NY025	42.3442	-75.1704	944840	20220824064500	https://www.huffpost.com/entry/dan-goldman-declares-victory-new-york-democratic-primary-house-seat_n_630595dae4b0e323a25a020a
1059929394	20220824	202208	2022	2022.6411											USA	UNITED STATES	USA								1	043	043	04	1	2.8	1	1	1	-5.12820512820513	0								3	Kenosha, Wisconsin, United States	US	USWI	WI059	42.5847	-87.8212	1567416	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20220824064500	https://www.voiceofalexandria.com/news/national/watch-now-gov-candidate-michels-rep-steil-tour-kenosha-attend-discussion-on-2020-unrest/article_11a6d2fc-050a-507f-9730-4c626a24f2bd.html
1059929395	20220824	202208	2022	2022.6411											USA	UNITED STATES	USA								1	043	043	04	1	2.8	1	1	1	-5.12820512820513	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	3	Kenosha, Wisconsin, United States	US	USWI	WI059	42.5847	-87.8212	1567416	20220824064500	https://www.voiceofalexandria.com/news/national/watch-now-gov-candidate-michels-rep-steil-tour-kenosha-attend-discussion-on-2020-unrest/article_11a6d2fc-050a-507f-9730-4c626a24f2bd.html
1059929396	20220824	202208	2022	2022.6411											USA	UNITED STATES	USA								1	051	051	05	1	3.4	2	1	2	0.25773195876289	0								3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220824064500	https://www.huffpost.com/entry/dan-goldman-declares-victory-new-york-democratic-primary-house-seat_n_630595dae4b0e323a25a020a
1059929397	20220824	202208	2022	2022.6411											USA	CHARLOTTE	USA								0	061	061	06	2	6.4	10	1	10	-0.77821011673152	0								0								0								20220824064500	https://markets.financialcontent.com/stocks/article/prunderground-2022-8-24-travis-buys-homes-brings-home-buying-solutions-to-charlotte-nc
1059929398	20220824	202208	2022	2022.6411											USA	UNITED STATES	USA								1	081	081	08	2	5.0	2	1	2	-7.82222222222222	0								3	Tulare County, California, United States	US	USCA		36.2666	-118.801	277318	3	Porterville, California, United States	US	USCA	CA107	36.0652	-119.017	1652779	20220824064500	https://www.visaliatimesdelta.com/story/news/2022/08/23/murder-charges-dismissed-porterville-library-case/7872940001/
1059929399	20220824	202208	2022	2022.6411											USA	UNITED STATES	USA								1	081	081	08	2	5.0	1	1	1	-7.82222222222222	0								3	Tulare County, California, United States	US	USCA		36.2666	-118.801	277318	3	Tulare County, California, United States	US	USCA		36.2666	-118.801	277318	20220824064500	https://www.visaliatimesdelta.com/story/news/2022/08/23/murder-charges-dismissed-porterville-library-case/7872940001/
1059929400	20220824	202208	2022	2022.6411											USAEDU	CHICAGO	USA					EDU			0	051	051	05	1	3.4	2	1	2	-3.91822827938671	0								3	Riverbend, Washington, United States	US	USWA	WA033	47.4665	-121.75	1852956	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20220824064500	https://www.riverbender.com/topnews/details.cfm?id=388663
1059929401	20220824	202208	2022	2022.6411											USAEDU	UNITED STATES	USA					EDU			0	051	051	05	1	3.4	1	1	1	-3.91822827938671	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20220824064500	https://www.riverbender.com/topnews/details.cfm?id=388663
1059929402	20220824	202208	2022	2022.6411											USAGOV	UNITED STATES	USA					GOV			0	190	190	19	4	-10.0	2	1	2	-7.82222222222222	0								3	Porterville, California, United States	US	USCA	CA107	36.0652	-119.017	1652779	3	Porterville, California, United States	US	USCA	CA107	36.0652	-119.017	1652779	20220824064500	https://www.visaliatimesdelta.com/story/news/2022/08/23/murder-charges-dismissed-porterville-library-case/7872940001/
1059929403	20220824	202208	2022	2022.6411											ZAF	PRETORIA	ZAF								0	042	042	04	1	1.9	2	1	2	-10.6534090909091	0								4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20220824064500	https://www.iol.co.za/pretoria-news/news/alleged-unrest-instigator-sphithiphithi-evaluator-sues-state-for-unlawful-arrest-e4189f8b-2775-4cd4-be89-63cb5cebbb72
1059929404	20220824	202208	2022	2022.6411	AFGREF	AFGHAN	AFG					REF			MOS	MUSLIM				MOS					1	173	173	17	4	-5.0	2	1	2	-12.0553359683794	3	Albuquerque, New Mexico, United States	US	USNM	NM001	35.0845	-106.651	928679	3	Albuquerque, New Mexico, United States	US	USNM	NM001	35.0845	-106.651	928679	3	Albuquerque, New Mexico, United States	US	USNM	NM001	35.0845	-106.651	928679	20220824064500	https://www.theepochtimes.com/afghan-refugee-faces-murder-charge-in-3rd-muslim-killing_4682575.html
1059929405	20220824	202208	2022	2022.6411	AFR	AFRICA	AFR																		0	043	043	04	1	2.8	4	1	4	-10.6534090909091	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	0								4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20220824064500	https://www.iol.co.za/pretoria-news/news/alleged-unrest-instigator-sphithiphithi-evaluator-sues-state-for-unlawful-arrest-e4189f8b-2775-4cd4-be89-63cb5cebbb72
1059929406	20220824	202208	2022	2022.6411	AFR	AFRICA	AFR																		1	043	043	04	1	2.8	10	1	10	1.76366843033509	1	South Africa	SF	SF		-30	26	SF	0								1	South Africa	SF	SF		-30	26	SF	20220824064500	https://www.iol.co.za/lifestyle/health/local-doctors-excited-about-new-strawberry-arv-formulation-for-children-that-will-soon-be-available-in-sa-0fed4838-d08d-48aa-bbf7-47a5a71a6abf
